,name,model,seed,weights,filtered,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h,NO_h2h,test_triplet_acc,test_clf_acc,test_1nn_acc,rNINO_ds_acc,align,noise
153,MTL0.8,MTL,2,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.8,wv_3d_linear_noisy,0.9020100235939026,0.876884400844574,0.5134003350083752,0.3061139028475712,0.4894999861717224,0.9924623370170592,0.9899497487437184,0.9045225977897644,0.62,0.8
156,MTL0.5,MTL,2,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.8,wv_3d_linear_noisy,0.909547746181488,0.8969849348068237,0.4342546063651591,0.34882747068676717,0.4941666722297669,0.9899497628211976,0.9874371859296482,0.91206032037735,0.62,0.8
160,MTL0.2,MTL,2,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.8,wv_3d_linear_noisy,0.9346733689308168,0.8090452551841736,0.3915410385259632,0.30150753768844224,0.515999972820282,0.9070351719856262,0.9623115577889448,0.9371859431266784,0.62,0.8
161,TN,TN,2,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.8,wv_3d_linear_noisy,0.8919597864151001,0.8542713522911072,0.4296482412060301,0.41541038525963153,0.5288333296775818,0.4974874258041382,0.9095477386934674,0.8919597864151001,0.62,0.8
176,MTL0.8,MTL,2,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.8,wv_3d_linear_noisy,0.8417085409164429,0.8994975090026855,0.435929648241206,0.5900335008375209,0.672783613204956,0.9899497628211976,0.9899497487437184,0.8417085409164429,0.62,0.8
180,MTL0.5,MTL,2,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.7,wv_3d_linear_noisy,0.8994975090026855,0.8793969750404358,0.4690117252931323,0.38819095477386933,0.49666666984558105,0.9924623370170592,0.992462311557789,0.8994975090026855,0.62,0.7
182,TN,TN,2,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.8,wv_3d_linear_noisy,0.9221105575561525,0.9170854091644288,0.5104690117252931,0.29564489112227804,0.6692087650299072,0.49246230721473694,0.9874371859296482,0.9221105575561525,0.62,0.8
183,MTL0.5,MTL,2,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.8,wv_3d_linear_noisy,0.8869346976280212,0.9045225977897644,0.49036850921273034,0.6507537688442211,0.6763584613800049,0.9949748516082764,0.9949748743718592,0.8869346976280212,0.62,0.8
184,MTL0.8,MTL,1,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.8,wv_3d_linear_noisy,0.9145728349685668,0.876884400844574,0.5033500837520938,0.32914572864321606,0.4901666641235352,0.9874371886253356,0.9899497487437184,0.91206032037735,0.62,0.8
191,TN,TN,1,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.8,wv_3d_linear_noisy,0.8894472122192383,0.8693467378616333,0.3840033500837521,0.407035175879397,0.5180000066757202,0.5025125741958618,0.8919597989949749,0.8894472122192383,0.62,0.8
192,MTL0.5,MTL,1,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.8,wv_3d_linear_noisy,0.947236180305481,0.9020100235939026,0.5326633165829145,0.28643216080402006,0.5044999718666077,0.9899497628211976,0.992462311557789,0.947236180305481,0.62,0.8
194,MTL0.2,MTL,1,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.8,wv_3d_linear_noisy,0.9321607947349548,0.8944723606109619,0.5004187604690117,0.32747068676716923,0.5276666879653931,0.8994975090026855,0.9723618090452262,0.9371859431266784,0.62,0.8
199,MTL0.8,MTL,2,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.7,wv_3d_linear_noisy,0.8994975090026855,0.9070351719856262,0.5108877721943048,0.35678391959799,0.4846666753292084,0.9899497628211976,0.9899497487437184,0.8994975090026855,0.62,0.7
201,TN,TN,2,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.7,wv_3d_linear_noisy,0.8869346976280212,0.7763819098472595,0.3680904522613065,0.3513400335008375,0.5096666812896729,0.4974874258041382,0.9020100502512562,0.8869346976280212,0.62,0.7
203,MTL0.8,MTL,1,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.8,wv_3d_linear_noisy,0.927135705947876,0.8894472122192383,0.4874371859296482,0.28015075376884424,0.6684938073158264,0.982412040233612,0.984924623115578,0.927135705947876,0.62,0.8
204,TN,TN,1,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.8,wv_3d_linear_noisy,0.982412040233612,0.8618090748786926,0.5012562814070353,0.18969849246231155,0.6563394069671631,0.5025125741958618,0.992462311557789,0.982412040233612,0.62,0.8
205,MTL0.2,MTL,2,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.8,wv_3d_linear_noisy,0.8944723606109619,0.9020100235939026,0.4438860971524288,0.46817420435510887,0.6596758961677551,0.982412040233612,0.9824120603015076,0.8944723606109619,0.62,0.8
207,MTL0.2,MTL,2,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.7,wv_3d_linear_noisy,0.9246231317520142,0.8693467378616333,0.4183417085427135,0.34757118927973196,0.5111666321754456,0.9246231317520142,0.9673366834170856,0.9195979833602904,0.62,0.7
208,MTL0.5,MTL,1,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.8,wv_3d_linear_noisy,0.8793969750404358,0.8241205811500549,0.4694304857621441,0.5908710217755444,0.6734985709190369,0.982412040233612,0.984924623115578,0.8793969750404358,0.62,0.8
209,MTL0.5,MTL,1,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.7,wv_3d_linear_noisy,0.9447236061096193,0.8643215894699097,0.461892797319933,0.2989949748743719,0.4869999885559082,0.9899497628211976,0.992462311557789,0.947236180305481,0.62,0.7
212,MTL0.8,MTL,2,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.6,wv_3d_linear_noisy,0.91206032037735,0.909547746181488,0.533500837520938,0.3898659966499163,0.4925000071525574,0.9899497628211976,0.984924623115578,0.91206032037735,0.62,0.6
213,TN,TN,2,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.6,wv_3d_linear_noisy,0.8216080665588379,0.8919597864151001,0.5087939698492462,0.5556951423785595,0.49549999833106995,0.4974874258041382,0.9321608040201004,0.8216080665588379,0.62,0.6
214,MTL0.8,MTL,0,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.8,wv_3d_linear_noisy,0.9346733689308168,0.8793969750404358,0.48576214405360135,0.2943886097152429,0.5005000233650208,0.9874371886253356,0.9874371859296482,0.9346733689308168,0.62,0.8
215,TN,TN,0,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.8,wv_3d_linear_noisy,0.9145728349685668,0.8241205811500549,0.41876046901172526,0.3517587939698492,0.5324999690055847,0.5025125741958618,0.9020100502512562,0.9145728349685668,0.62,0.8
216,TN,TN,2,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.7,wv_3d_linear_noisy,0.9045225977897644,0.8994975090026855,0.48785594639866,0.4510050251256281,0.6592244505882263,0.4648241102695465,0.992462311557789,0.9045225977897644,0.62,0.7
217,MTL0.8,MTL,1,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.7,wv_3d_linear_noisy,0.9321607947349548,0.8969849348068237,0.5067001675041877,0.3287269681742044,0.476833313703537,0.982412040233612,0.984924623115578,0.929648220539093,0.62,0.7
218,MTL0.8,MTL,2,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.7,wv_3d_linear_noisy,0.7763819098472595,0.8844221234321594,0.4564489112227806,0.5766331658291458,0.6467685103416443,0.9773869514465332,0.9899497487437184,0.7763819098472595,0.62,0.7
219,TN,TN,1,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.7,wv_3d_linear_noisy,0.8618090748786926,0.7713567614555359,0.3324958123953099,0.41876046901172526,0.515333354473114,0.5025125741958618,0.8592964824120602,0.8618090748786926,0.62,0.7
220,MTL0.5,MTL,2,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.7,wv_3d_linear_noisy,0.9346733689308168,0.8894472122192383,0.44639865996649913,0.2646566164154104,0.668860137462616,0.979899525642395,0.9798994974874372,0.9346733689308168,0.62,0.7
221,MTL0.5,MTL,0,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.8,wv_3d_linear_noisy,0.8944723606109619,0.8618090748786926,0.4401172529313233,0.3312395309882747,0.5211666822433472,0.9648241400718688,0.9798994974874372,0.8944723606109619,0.62,0.8
222,MTL0.5,MTL,2,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.6,wv_3d_linear_noisy,0.8844221234321594,0.8693467378616333,0.4849246231155779,0.402428810720268,0.48666664958000183,0.9773869514465332,0.9824120603015076,0.8844221234321594,0.62,0.6
223,MTL0.2,MTL,1,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.8,wv_3d_linear_noisy,0.929648220539093,0.8542713522911072,0.45142378559463986,0.3714405360134003,0.6758818030357361,0.984924614429474,0.992462311557789,0.929648220539093,0.62,0.8
224,MTL0.2,MTL,2,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.7,wv_3d_linear_noisy,0.929648220539093,0.8693467378616333,0.4811557788944724,0.4057788944723619,0.6620446443557739,0.9874371886253356,0.984924623115578,0.9346733689308168,0.62,0.7
225,MTL0.2,MTL,2,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.6,wv_3d_linear_noisy,0.9045225977897644,0.8618090748786926,0.3655778894472362,0.3341708542713568,0.4986666738986969,0.9321607947349548,0.9748743718592964,0.9020100235939026,0.62,0.6
226,MTL0.2,MTL,0,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.8,wv_3d_linear_noisy,0.929648220539093,0.8065326809883118,0.33919597989949746,0.39949748743718594,0.5214999914169312,0.8140703439712524,0.9472361809045228,0.9246231317520142,0.62,0.8
227,TN,TN,0,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.8,wv_3d_linear_noisy,0.9070351719856262,0.8266331553459167,0.4727805695142379,0.3718592964824121,0.6391801834106445,0.5025125741958618,0.9824120603015076,0.9070351719856262,0.62,0.8
228,MTL0.8,MTL,0,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.8,wv_3d_linear_noisy,0.9396985173225404,0.8492462038993835,0.4857621440536013,0.44974874371859297,0.6746901869773865,0.9874371886253356,0.9899497487437184,0.9396985173225404,0.62,0.8
229,MTL0.2,MTL,1,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.7,wv_3d_linear_noisy,0.947236180305481,0.856783926486969,0.4175041876046901,0.29229480737018426,0.49683332443237305,0.9597989916801452,0.9748743718592964,0.9447236061096193,0.62,0.7
230,MTL0.8,MTL,2,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.5,wv_3d_linear_noisy,0.7462311387062073,0.9371859431266784,0.5724455611390286,0.7617252931323284,0.4931666553020478,0.9773869514465332,0.9824120603015076,0.7462311387062073,0.62,0.5
231,MTL0.5,MTL,0,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.8,wv_3d_linear_noisy,0.9547738432884216,0.8216080665588379,0.4614740368509213,0.22152428810720268,0.6804099082946777,0.9874371886253356,0.984924623115578,0.9547738432884216,0.62,0.8
232,TN,TN,2,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.5,wv_3d_linear_noisy,0.8869346976280212,0.9522613286972046,0.579145728643216,0.5448073701842546,0.4944999814033508,0.4974874258041382,0.9623115577889448,0.8869346976280212,0.62,0.5
233,MTL0.5,MTL,2,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.5,wv_3d_linear_noisy,0.7738693356513977,0.9346733689308168,0.5221943048576215,0.6721105527638191,0.4996666610240936,0.984924614429474,0.9899497487437184,0.7738693356513977,0.62,0.5
234,TN,TN,1,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.7,wv_3d_linear_noisy,0.9346733689308168,0.8492462038993835,0.4275544388609715,0.2701005025125628,0.671445369720459,0.5025125741958618,0.9824120603015076,0.9346733689308168,0.62,0.7
235,MTL0.2,MTL,0,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.8,wv_3d_linear_noisy,0.8969849348068237,0.8618090748786926,0.4748743718592965,0.4501675041876047,0.6723069548606873,0.984924614429474,0.9874371859296482,0.8969849348068237,0.62,0.8
236,MTL0.8,MTL,0,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.7,wv_3d_linear_noisy,0.929648220539093,0.8266331553459167,0.4539363484087102,0.2998324958123953,0.48766666650772095,0.9924623370170592,0.9949748743718592,0.927135705947876,0.62,0.7
237,TN,TN,0,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.7,wv_3d_linear_noisy,0.8190954923629761,0.7688442468643188,0.3626465661641541,0.42462311557788945,0.5099999904632568,0.5025125741958618,0.8693467336683417,0.8190954923629761,0.62,0.7
238,MTL0.2,MTL,2,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.6,wv_3d_linear_noisy,0.8366833925247192,0.8618090748786926,0.5201005025125628,0.6729480737018424,0.6699205636978149,0.9899497628211976,0.9874371859296482,0.8417085409164429,0.62,0.6
239,MTL0.8,MTL,1,"[0, 1, 0, 0]",True,512,0.8,align=0.62_p=0.7,wv_3d_linear_noisy,0.91206032037735,0.8618090748786926,0.4773869346733669,0.6147403685092127,0.6648648381233215,0.982412040233612,0.9824120603015076,0.91206032037735,0.62,0.7
240,TN,TN,2,"[0, 1, 0, 0]",True,512,0.0,align=0.62_p=0.6,wv_3d_linear_noisy,0.909547746181488,0.8844221234321594,0.5083752093802345,0.5142378559463986,0.6717366576194763,0.18592964112758636,0.9899497487437184,0.909547746181488,0.62,0.6
241,TN,TN,1,"[0, 1, 0, 0]",False,512,0.0,align=0.62_p=0.6,wv_3d_linear_noisy,0.9045225977897644,0.7989949584007263,0.39447236180904527,0.4639865996649916,0.4938333332538605,0.5025125741958618,0.8919597989949749,0.9045225977897644,0.62,0.6
242,MTL0.5,MTL,1,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.7,wv_3d_linear_noisy,0.9698492288589478,0.8542713522911072,0.4824120603015076,0.2520938023450586,0.6756756901741028,0.9899497628211976,0.9899497487437184,0.9698492288589478,0.62,0.7
243,MTL0.5,MTL,0,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.7,wv_3d_linear_noisy,0.9321607947349548,0.8366833925247192,0.4011725293132328,0.32160804020100503,0.4900000095367432,0.982412040233612,0.984924623115578,0.929648220539093,0.62,0.7
244,MTL0.2,MTL,1,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.7,wv_3d_linear_noisy,0.8542713522911072,0.8341708779335022,0.47696817420435506,0.34212730318257956,0.6625146865844727,0.9773869514465332,0.984924623115578,0.8517587780952454,0.62,0.7
245,MTL0.8,MTL,1,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.6,wv_3d_linear_noisy,0.9045225977897644,0.9045225977897644,0.5339195979899497,0.37269681742043553,0.49399998784065247,0.9874371886253356,0.984924623115578,0.9045225977897644,0.62,0.6
246,MTL0.8,MTL,2,"[0, 1, 0, 0]",False,512,0.8,align=0.62_p=0.4,wv_3d_linear_noisy,0.7939698696136475,0.9773869514465332,0.588358458961474,0.685929648241206,0.543666660785675,0.984924614429474,0.9874371859296482,0.7914572954177856,0.62,0.4
247,MTL0.2,MTL,2,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.4,wv_3d_linear_noisy,0.733668327331543,0.9572864174842834,0.6545226130653267,0.8400335008375208,0.5523333549499512,0.9572864174842834,0.9824120603015076,0.7236180901527405,0.62,0.4
248,MTL0.5,MTL,2,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.4,wv_3d_linear_noisy,0.8165829181671143,0.9899497628211976,0.5992462311557789,0.6989112227805695,0.5385000109672546,0.9899497628211976,0.9949748743718592,0.8165829181671143,0.62,0.4
249,MTL0.2,MTL,0,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.7,wv_3d_linear_noisy,0.9522613286972046,0.8894472122192383,0.4476549413735343,0.37185929648241206,0.5090000033378601,0.9070351719856262,0.9824120603015076,0.9447236061096193,0.62,0.7
250,MTL0.5,MTL,2,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.5,wv_3d_linear_noisy,0.9497487545013428,0.9145728349685668,0.4853433835845896,0.49371859296482407,0.658449113368988,0.9899497628211976,0.9773869346733668,0.9422110319137572,0.62,0.5
251,MTL0.2,MTL,2,"[0, 1, 0, 0]",True,512,0.2,align=0.62_p=0.5,wv_3d_linear_noisy,0.8015075325965881,0.9045225977897644,0.49120603015075376,0.7085427135678392,0.6488121747970581,0.9597989916801452,0.9798994974874372,0.7914572954177856,0.62,0.5
252,MTL0.5,MTL,1,"[0, 1, 0, 0]",False,512,0.5,align=0.62_p=0.6,wv_3d_linear_noisy,0.8517587780952454,0.8969849348068237,0.48199329983249584,0.4719430485762144,0.48649999499320984,0.9874371886253356,0.9899497487437184,0.8542713522911072,0.62,0.6
253,MTL0.2,MTL,1,"[0, 1, 0, 0]",False,512,0.2,align=0.62_p=0.6,wv_3d_linear_noisy,0.927135705947876,0.856783926486969,0.3986599664991625,0.35343383584589616,0.5066666603088379,0.9422110319137572,0.9723618090452262,0.9221105575561525,0.62,0.6
254,MTL0.5,MTL,2,"[0, 1, 0, 0]",True,512,0.5,align=0.62_p=0.6,wv_3d_linear_noisy,0.8341708779335022,0.8216080665588379,0.48283082077051925,0.6649916247906198,0.6719636917114258,0.9874371886253356,0.9874371859296482,0.8341708779335022,0.62,0.6
